WISEID,Answer,KIScore
154211,"First, it's similar by having the inside heat up and doesn't get out and secondly, they are similar because they are both a way of heating something up.",3
154210,One reason is the glass of the greenhouse and the atmosphere both absorb and reflect. The second is that both the green house and the atmosphere warm up a thing like the earth or the plants.,3
154318,yes because the greenhouse is like a solar oven because it is like a box and it has glass on top of it,2
149950,The picture is the same as a solar oven because it gets heat and it takes out the cold air.,2
149966,"Both are similar because as I saw in the solar oven simulator before, it kept in most of the heat.",4
149972,"It is easier for heat to enter in the figures, and a solar oven.  It is also harder for heat to escape in the pictures and a solar oven than it is to enter",3
149953,I gave that answer because in the picture it shows The heat going in and leaving. Also because it shows the atmosphere keeping the heat inside.,3
149970,the energy is trapped inside like an oven.,4
149590,it is the solar oven because they both have sun,3
149956,Your heating it so it would get hot both in the green house and and for the solar oven.,2
149961,they are bigger,2
,,1
149588,"One reason is that on picture B, if reflects off and goes up and down. Another reason is that picture A is reflecting and it will change overtime depending on the weather.",2
149955,I think this because heat is inside and it is big.,2
149967,it has efect to the glass also it pushes through and it is a big glass ball,2
150648,The are similair because the both bring heat to the area and because they all are like a shell.,3
149965,Sunlight is coming through glass and the heat is coming.,3
149954,it just doesnt seem the same but it does heat properly like it did with ovens,2
149962,they all use the sun,3
149969,The heat that went into the box stayed there and the heat bounces off the box like the other to pictures show us.,3
149971,i chose it,1
150065,They both let sun rays in and trap the hat inside.,5
150066,Well... I don't really know what a solar oven is. So maybe the heat from the sun is going through the glass and giving the plants heat. So that might be a solar oven.,2
150074,The are both like the earth and are both transferring heat waves.,3
150076,I think the pictures for both A and B are alike to a solar oven because they both have heat coming in. Another reason would be that that both heat awre trying to escape.,3
150073,A solar oven traps in heat like the pictures and they are all powered by the sun,4
150078,Picture B reminds me of an oven because when it get hot the heat gets trapped inside,3
150070,because they both have something to keep the heat in,3
150072,I chose Yes So in Picture A  in picture B the same thing is happening but without the shelter or the plants.,3
150075,They are similar to a solar oven because they both let heat in but not out.,4
150077,Pictures A and B are similar to a solar oven because the heat goes inside and some heat goes out like a convection current.,4
150069,"picture B is similar because in the solar oven, it showed yellow thing raining from the sky and",2
151162,"Yes.Because the sun was giving energy to the plants,there were also a lot of electrical lights attached to the plants, that is how the plants are getting there energy.",3
150052,My first reason is because they both grow plants and my second reason is that they both need sun light.,3
150067,because it has yellow arrows,2
150063,Both A and B both show the heat not being able to escape and both pictures only show the light entering.,5
150056,Picture B is similar because in a solar oven the heat gets trapped inside it then when you open it the heat goes out. In picture B it looks like the sun's heat goes into the earth then it gets released.,3
150061,I chose picture A because the picture shows how the greenhouse traps in the heat just like the solar oven. Also the greenhouse lets out some heat like the oven.,3
150059,one it is like a solar oven.second it looks like one to.,2
150062,They are both similar because they have sunlight going into the greenhouse and earth. Also they both have sunlight reflecting back out from the glass.,4
150064,In picture B all the things go everywhere so its like an oven.,2
150079,Is because picture B is realize the hat back in to the atmosphere and the heat is coming back because it gets cold. Another reason why is because the eath is like a big giant greenhouse.,2
150053,because they all keep the heat in side.,4
150054,They are both similar because from the solar oven simulation all the heat was bouncing around.,2
150055,yes the picture A is similar because it almost have some of the thing that the picture B haves .,2
150058,similar beceoue b have the sun,3
150060,Both diagrams remind me of a solar oven and their descriptions.,3
150071,"Picture B because it shows how the sun flashes onto the earth, and it shows what it is like around the earth.",2
150057,It is showing heat and energy coming in and out of the atmosphere. Also cold air seems to be going up.,3
150085,"Pictures A"" and ""B"" are similar because they both show the sunlight/radiation entering the air or atmosphere. They also both show heat bouncing back of the object the sunlight is hitting.""",4
150087,One reason I picked Yes,2
150104,in picture a the heat is being captured because the glass prevents the heat from escaping in picture b the same is happening as in picture a,3
150101,Picture A is similar because in a solar oven the heat inside the greenhouse is similar to a solar oven inside.,2
150105,"I think they are both similar because it heats up inside by the sunlight.  Another reason is because the sunlight is aloud to go in, changing the temperature.",4
150109,The reason why I choose letter A because it looks the same. It works the same way like how a solar oven works it goes in through the windows and stays there for a period of time.,2
150086,because it is right,1
150097,A is similar to b because heat is going trough and reaching the tomatoes. A is also similar to be because its both atrackting heat.,2
150114,1. ti macks the sun that is the energy,3
150094,matt,1
150082,They are similar because they both have heat going in them.,3
150090,because they both keep air in and dont let it out.,3
150092,because that is solar energy.,3
150113,because what i told you,1
150111,because they are both the same,3
150112,IT acts like a giant oven and it has a window.,2
150096,B because the picturt show the sun heating the earth andthe air releing,2
150132,I picked Yes so that is why they are related. They also use the sun for all three of them.,2
150133,Picture A is similar because it shows the sun beaming down on a window or solar panel which makes it heat up.,2
150130,1. The atmosphere is like  pane of glass the stops the heat from escaping,3
,,1
,,1
150127,"Picture A is similar to the solar oven because both have heat going into the a certain space, and the heat spreads throughout the space.",2
150117,"Yes, picture A is similar to a solar oven because the sun goes through the glass then the heat stays inside of it. It would not escape. that is why they are similar to each other.",3
150115,Sun and moon,1
150124,They are similar because they  both trap heat in them a solar oven traps heat and the atmosphere and greenhouses trap heat inside of them. Another reason is that they both use the sun for warmth>.,4
150131,"First, picture A is a box like container with transparent panels to let the heat come through, like a solar oven. Second, picture B is contained by the atmosphere and the Earth is what is inside collecting all the heat, like a solar oven.",2
150134,Picture a is similar because it is in a small box.,2
150145,the sun is heating up the earth and it can't get out to space. Also the sun is heating the plants up and its the same.Another thing is that its ios not only hitting the plants but other stuff around it.,3
150137,I said that A is more like an oven because it has glass and also keeps the heat in like the green house.,3
150149,"Solar ovens are closed up just like a greenhouse so heat gets trapped inside and can't get out. Also, the heat that doesn't get inside the greenhouse or solar oven, it reflects off the outer surface.",3
150140,It shows an example of plants in a greenhouse that collect solar radiation to grow. Picture B only shows the infrared radiation and the solar radiation from the Sun to Earth and back.,3
150122,"I chose that both are similar to a solar over because, first of all both of the pictures are both an example of the greenhouse effect so that make them similar, and finally they are both similar to a solar over because they both have to dpo with trapping heat and they change whatever is inside of it warm or hot.",4
150123,"Yes, they are both similar because the solar oven traps heat in, like the glass or the atmosphere and they all attract heat.",4
150138,In B the sun is hiting the earth.,2
,,1
150136,The sun is beating down into the greenhouse and being transferred back.,2
150142,one reason is that they can is the plants grow,2
150125,They are similar because the energy is both coming from the sun and both trap the energy in a space around them.,4
150116,It uses a greenhouse for the example whitch is like a solar oven. It does not let sun light escape.,4
150148,because they both attract heat,3
150128,b is similar because the atmosphere acts like heat absorbant material. a is similar because the greenhouse roof acts like heat absorbant material.,2
150144,"A is a greenhouse, the atmosphere is a solar oven, and the atmosphere traps heat",3
150516,They are both similar because heat is going into them.,3
150143,This is because something hot is shinning on the greenhouse making it hotter and something hot is shinning on the earth making it hotter.,2
150146,A and B are similar to the solar oven because they both collect heat.Also they are similar because they store the heat inside.,3
150195,I chose this answer because in a greenhouse the plants get mostie from the trapped in heat. And because the solar oven traps in heat just like a greenhouse.,3
150200,My 1st reason is that it show how they get trapped and my 2nd reason is how they are bouncing everywhere.,3
150198,The reason I think that si beacuse both work yet one is slower that the other.,2
150158,Because they used the sun and,2
150159,They both are similar to a solar oven. It both has the sun shining on it. They also have the glass to keep heat in.,4
150153,the heat goes in through the glass roof heating up the inside,2
150162,?,1
150173,They are kind of similar because there is both sunlight and light is bouncing of thing.,3
150164,They both keep energy in something. They both help greenery.,4
150178,I choose this answer because the arrows go out and in the box.,2
150176,"One, the heat is shown to get in the greenhouse and atmosphere, and two, it also shown to bounce back or escape.",2
150166,Picture a is simallar becuse its closed like the oven.,2
150160,"I chose that both are similar because all 3 [Greenhouse,Earth and Solar Oven]keep heat inside of them.",3
150155,picture  A because it literally has a greenhouse sunroof,2
150172,I think this because they both show where the radition is happing,3
150163,they are similar because they both don't let go of heat,3
150157,they are both getting lots of heat help it grow,2
150174,It looks like a solar oven because it is very light and bright.,2
150154,They are both similar to the solar oven because the sun just goes right through the glass and the solar oven.,3
150167,Picture A uses the sun to heat up and make heat in the house.,2
150194,They are because they are trapping heat inside themselves. Another reason is that they both are kind of mad to trap,4
150168,Two reasons why I chose the answer Yes,2
150170,i think the greenhouse because it traps heat and the earth does not trap heat it blows off by the wind.,3
150199,I choose B because the oven uses the sun for it and so dose the green house.,2
150196,w,1
150156,sajkv,1
150243,"I think it is like a solar oven because they trap hot air, and release cold air.",3
150204,They both are similar because they bothe trap the heat in so it can't escape.Another reason is they both use the heat and light to keep things warm.,5
150244,Picture A is similar because a solar oven has its heat bouncing all around and that's what the picture A is showing.,2
150219,"I chose that both were similar. I chose this because the sun heats up a solar oven, as it does for the earth and a greenhouse. I also chose this because the pictures and a solar oven use sunlight.",4
150231,my two answere are that because i think it is verry simmeler.,2
150236,"Yes both are because they both attract the sun, and keeps it in there.",4
150246,I think both because picture a shows that it projects onto the plants.Picture B shows how it goes in circles like convection currents.,3
150240,"Both are similar because solar ovens trap sunlight. The atmosphere captures sunlight for Earth, and a greenhouse captures sunlight to help plants grow.",5
150242,"Picture B is more like a solar oven because it shows how the sun is shining through the roof. The picture then show the sun going through the roof, and some of it bouncing out.",2
150218,the sun is going in to both of them and both of them let the hot air go,2
150226,Its similar because there is solar and uses sun to heat it up,2
150208,They are similar to a solar oven because the inside is slowly heating up and there are rays going in and out and it is transferring heat.,3
150235,"They are similar because the ovens trap in the heat and don't let it escape. Also, they both use sunlight to do the things they were made for.",5
150220,Both are similar to a solar oven because they all keep the heat from escaping.,4
150228,it is making the place hotter inside so it can be hotter and it is letting the sun go inside the green house,2
150223,One reason is because they both trap heat and don't let it escape like a solar oven.Another reason why they are alike is because they are both meant to keep in heat and not let is go so we don't freeze.,4
150205,1.i pick yes it is the both because the sun is giving sunlight.,3
150230,yes because both of them are heating up an object.,3
150249,The picture shows the sun's light the reflects on the lithosphere.,3
150203,They are both are trapping heat.,4
150248,I think this because they both have the same details.One more reason is that they both are helpful.,3
150237,both have heat coming in and out,3
150241,One reason was because a solar oven needs light like a greenhouse does to make something. The second reason was because I think the greenhouse relates more to the awnser I chose was because the solar oven and the greenhouse both need sun.,3
150221,They are both the same because like a solar oven they collect heat from the sun and they all keep the heat in a certain place.,4
150206,well it is covered ,2
,,1
,,1
150247,because its keeping light and heat inside.,4
150215,1. the sun is ponting to the green house ,2
,,1
150239,both bring in heat into the earth and into the greenhouse.,2
150207,The pictures are similar because the objects are trying to absorb the radiation.,4
150238,"The inside on picture A is showing the heat go in but not going out, same like a solar oven.",3
150214,I think the earth because it dose not let air out.,2
150202,"B is because it is inside, it is protecting it and it is heat and cold resistant.",2
149590,picture a is similar because it has the heat is going through the glass like our solar oven.Also the heat is transfering.,2
150648,they are both simiar because they both get heat from the sun and because they both have some type of shell around them.,3
149953,I think both because the glass or atmosphere could be plastic wrap or plexiglass. Also because the it gets hot inside.,4
150071,"Picture A is a diagram of the house, also picture A shows how the heat goes through the glass.",2
151162,There are sunlight and electricity.,3
150067,because the sun shines through the roof and heats it up and also the sun on the earth is like the lite on the solar oven,3
150134,"Picture a is similar because it is in a room and picture b isn't.Also, it absorbs the heat.",2
150123,The atmosphere and glass is the same as the tin foil because it bounces the heat back to the box. The solar oven and picture a and b are the same because they keep heat in.,4
150128,"They are both similar because they both show heat entering an area but being unable to escape, and they both show how convection can heat an area up.",4
150136,"Because the heat is bouncing back up into the window, although it's trapped. And another reason is because hot air from the sun is being lurched back and forth.",3
150122,They are both similar to a solar oven because it uses the sun's rays for heat and traps them inside. Because of the heat trapped inside it warms up the stuff inside.,5
150135,Picture A is like a soler oven because the picture if the green house is getting all the heat .,2
150231,one because it is showing ul all there is and two beacuse shows there envirment.,2
150247,because instead of heating its lighting up,3
,,1
150215,one thay both reflect two thay invol the sun.,2
149959,because the glass panals are like plexiglass and the sun rays are shining through the glass windows,2
149970,"The radiation gets in, heats up and is trapped.",4
149967,the have sun light in the room and it keeps the heat in the room for the plants,4
149957,"yes,because the glass is basically like the plexiglass(well of course plexi glass is clear plastic and glass is also clear),and the light goes inside and heat the insides up like the oven.",4
149961,it is bigger and it uses the sun.,2
149954,they both heat up something in earth.,2
150073,They both trap the sunlight and they both  use the sun to heat the inside,5
150078,None of them are similar because they don't use the sun power the same way.,2
150077,"Picture B is similar to a solar oven because there are arrows that come from the sun, then bounce off Earth's surface. The dotted line circling the Earth is the radiation going through the dotted line..",3
150062,Both are similar because a solar oven makes the sun go inwards than outwards. And both pictures show that.,2
150076,"I think both pictures are similar to the solar oven because they both absorb heat from the sun and reflects the heat, also.",3
150130,The glass holds in heat and the atmosphere hold in the heat also.,3
150115,Because it shows how the heat goes through the glass which is like plexiglas.,3
150149,Picture B shows that heat is going into earth but trying to come back out but gets trapped by the atmosphere. Picture A shows that heat is going straight through the glass and going into the room. These both occur in a solar oven.,4
150125,"I think a solar oven is similar to these things because one, the glass and atmosphere are like plexiglass or plastic wrap. Two, these things all use the sun.",4
150124,They both are similar because the trap the gases and heat it up.,3
150177,It is more detailed and helps understand more,2
150178,"Yes, the two pictures are like the solar oven because the sunlight goes through the box like the green house and the heat goes in the box.",4
150198,"In some ways they are simualar to a solar oven.One way would be that with picture A"" it shows that sun is going into the greenhouse like a solar oven would to.""",2
150175,well picture a is like an solar oven because the room is like the inside of the box and the glass is what was heating it up and its like the tinfoil and stuff in solar oven.,3
150161,It shows how it kind of works like a real solar oven.,2
150196,it a aracks heat,2
150202,Both because they can be different and the same.,2
150172,I think this because the earth is doing the same thing the house did,2
150226,One reason is that the greenhouse uses sun to keep the plants growing. Another reason is that the greenhouse doesn't get that hot.,2
150204,"I think both are similar because all three things heat something up and show conduction,convection, and radiation.Another reason is all three things let heat in but then it can't get out so it is trapped.",4
150223,They are both similar because they both take in heat and lets the sun go so it heats up whatever's inside of /on earth or the greenhouse.One other reason why they are like a solar oven is because they both heat something up on the inside like how for earth it haets up the water and the people living on the earth and the greenhouse takes in the heat to heat up some plants and the solar oven heats up whatever is inside the oven.Those ar4e my two reasons why I think they are alike.,3
150145,the both dont want to let the heat from going anywhere.,3
,,1
149968,They are both similar because the sun is heating up the in side of the layers. Another reason is because they both have something in side.,3
149966,"1. One of the reasons is that the atmosphere bounces the sunrays back like a solar oven bounces the heat back inside.
2. The greenhouse is trying to stay the right temperature, or hotter, for the plants, like the solar oven tries to stay hot for a long period of time.",3
149963,"Yes, both A and B are similar to a solar oven because a solar oven conducts heat from the sun, also like A and B. Also, A and B and the solar oven all trap some of the heat coming from the sun, and that heats up whatever is inside.",4
149586,Its because the green is catching the heat and putting it into the plants.,2
149958,They are all similar because they all have something to heat inside such as food and the all have something such as an atmosphere keeping the heat in.,4
149589,"Yes the sun enters through plexiglass, (the atmosphere) and is reflected off tin foil. (Earth)",3
149951,it shows in the picture and they both make heat,2
149588,"They are similar to a solar oven by the radiation, conduction, and convection are all in each one and on each one, something is heating up.",4
149956,The relfection from the sun is keeping it hot like the solar oven if something is going to melt you need heat. It also reflects from the greenhouse to the astompre which is still going to be hot.,2
149587,"Picture a and picture b are alike because they are both showing the greenhouse effect. This is like a solar oven because in a solar oven the heat comes in and then it is reflected from the aluminum foil onto the black paper When the heat comes in in the beginning, some of it is reflected and some stays.
Another reason is that they are all alike is because they all show radiation, convection, and conduction.",4
149962,"The sun/ lamp made the greenhouse hot, and the solar oven hot but not as hot.",2
149972,"The glass on a greenhouse, and the Earth's atmosphere trap heat like a solar oven would.  The Earth, and the things in the greenhouse absorb heat like the bottom of a solar oven.",4
149960,they both  act the same like a solar oven because they let in air and don't let it out.,4
150217,Both answers remind me of an solar oven because both are reflecting heat.,2
150065,They both let heat in and keep it in.,3
150079,One reason is because they both trap the heat.Another reason why is because  thety both are like a green house.,3
150061,I said they are both smilar because they show how some heat goes in and comes out like a solar oven.,2
150060,"A solar oven is similar to picture A because the greenhouse glass is letting sunlight into the greenhouse and trapping it inside. A solar oven is similar to picture B because, the atmosphere protects Earth's air and traps warmth inside of it. As you can see, they are both similar to a solar oven because they both have a outer layer that let's heat in and traps it inside.",5
150053,I said yes both are similar because with the solar oven if you had a tin foil flap it kept the heat in and that's what picture A and picture B do,3
150063,Picture A and B are like solar ovens because they both show light entering something and then some light not being able to escape.,4
150052,one reason is because they both let the light shine  to make it hot and because they both do the samething.,4
150074,"They both have a way of trapping heat to give heat to something, and the second reasons is that both have a heat source like the sun.",4
150055,yes they are because there both using the sun and there both using the same thing as the outside things .,2
150064,there is radiation ,3
,,1
150057,Both are similar because they both have things that have heat bouncing off it.  Both the Earth and the plants would be like the food in the solar oven.,3
150056,One reason that both pictures are similar to a solar oven is that the suns heat comes in then it gets let out. Another reason why both pictures are like a solar oven is they get heated inside from the sun.,3
150070,2 reasons why they are both simalar is because number one they both have a layer that acts as a barrier so the sunlight does not escape. And reason number two is because they both have something inside that is heating up because of the sun,5
150075,"Both are similar because they both warm up, and they heat up things that are inside of them.",3
150054,"Both are similar because in an oven something is cooking inside while heat is also bouncing around in it, the plants and the Earth are like the objects you are heating up, and the radiation gets trapped and bounces",5
150058,The soler oven sows the  heat in the haus giting hoter.,2
150111,because it reflects,2
150108,the secn  tima we got82,1
150082,"They are both like reflectors, and they both are attracting sun.",2
150083,I think that picture A is similar because the sun is shining on the greenhouse which is radiation and it it use's conduction  because the plants are touching the green house and it use's convection because the air in the greenhouse.,3
150127,"The greenhouse is like a solar oven because it has a top, clear roof and the sun reaching into the box. The greenhouse is also like a solar oven because it has the sun to heat up the inside.",3
150117,"I think they are both similar because in the greenhouse, the sun is reflecting into the glass to make it warm in there. B is also similar because the atmosphere is acting like glass, so the sun's reflection is bouncing off of it but the heat is going inside. Which makes Earth warm just like a solar oven.",4
150516,"Both a and b are similar to the solar oven because all of them are heating up and a,b and the solar oven have radiation conduction and convection.",3
150137,Well they are both similar because. Like on question 1 the earths atmosphere represents the glass of the green house which is similar to the solar oven because it has some sort of see through covering such as plastic wrap. Another reason is there goal is to get heat inside and  not let to much out.,5
150133,One reason why picture A is similar is because the heat is getting trapped in the glass which is like how heat gets trapped in a solar oven and allows it to heat up. Another reason why is because the air is heating up in the greenhouse just like how it would in a solar oven.,3
150118,the solar oven will be able to trap heat from the sun and will get at a hi tempurture.,3
150121,yes beacuse it shows the sun rays beaming down on the earth like a box. and the second reason is the atmosphere is like the plexi glass and the plastic wrap see through but protecting the earth or box.,4
150116,They both are like a oven because they keep the sun rays in. They also trap in heat.,5
150141,One reason is that you could use plastic wrap as the atmosphere  and the second reason is that it realises heat but all so traps some,4
150120,the green house keeps in sunlight like a solar oven,4
150132,"1. They both use some sort of material that prevents heat from escaping.
2. They both have a resemblance to one, and there is also glass and solar panels on the Earth.",4
150167,Both use the heat from the sun to heat the inside of both barriers.,3
150168,Why both of the pictures are both similar is because they both have the greenhouse effect and they work like a normal greenhouse would.,3
150158,Because you are heating The plant just like what is happenning To the mashmellow and they both are heating something,2
150173,Both is have sunlight go into them then some light bounce off.The solar oven is the same the light goes in and some bounces off.,4
150162,"Ill experiment with a box and picture A is a bilding. I also was talking about my struckture and not the radiation, convecton, or conduction.",2
150155,"they are both heating something up or helping something grow and they all use conduction,convection,and radiation.",4
150174,Because the heat is bouncing off the ground.,2
150156,because a uses the sun,2
150199,"Picture b is similer because when the sun goes down into your solar oven, some heat bounces off just like the sun beating down on our atmosphere.",2
150176,"In both pictures it is shown some sunlight gets in, some gets out, and some neither touch the earth or the greenhouse, in conclusion, both are very similar to a solar oven.",5
150235,"they are both somewhat like boxes or containers that:
1. trap sunlight with something that lets heat in, but not out.
2. use the heat they trap to heat things up.",5
150241,"The first reason is that a solar oven has radiation to make something heat up or grow. The second reason is that a solar oven is alike to a greenhouse because they both use the same elements radiation, conduction ,and convection.",3
150207,The pictures are both similar because they both are having sun reflect on them making it hotter.,3
150206,well it is like a box and it is covered and has a porpused.,2
150221,"Yes they both are similar to a solar oven because both pictures show something that is keeping the heat inside something and that is what happens in solar ovens.They are also similar because like a solar oven the heat bounces of something like the glass or the atmosphere and gets trapped in the box,greenhouse, or Earth.",4
150208,"They are both similar to a solar oven because they both have conduction, convection, and radiation heating up the earth and the greenhouse. Another reason why they are like a solar oven is because they both have something that is on the outside of the solar oven  acting like plastic wrap or plexi glass to heat the subjects up.",4
150246,No because there is not the came materials and theres no way for it to cook.,2
150244,One reason is that the heat is getting trapped in the house and gives heat.,3
150249,"They both are the same but look different, and The both have the sun.",3
150205,1 yes because they both getting heat as together.,2
,,1
155700,The reason I think picture A is similar to a solar oven is because the glass draw in heat and trap it. I don't think picture B is like a solar oven because the Atmosphere doesn't draw in the sun.,3
150228,they work the same but they just look different,2
150218,A is similar because it is supposed to trap the heat.,3
150242,"Picture a is similar because picture b only shows the,greenhouse effect that happens on earth."" While Picture A shows a real greenhouse where light passes through the house",3
150203,it enovoles heat being trapped and heat coming in.,3
150240,Both use sunlight to heat something up.,3
150248,They both have conduction.They both have plants.,2
150237,the first one is because it shows radiation and the fact that the glass keeps it out,3
150219,Both are similar to a solar oven because they both are heating up something. They are also both similar because they involve the sun.,3
150220,"The greenhouse and the earth both have radiation, conduction, and convection.
They also both have something that keeps the radiation.",5
150243,"They are both similar because one, they try to heat up something and two, because it traps like a solar oven is supposed to do so it heats up.",4
150230,The greenhouse is similar because the heat is being kept in and also because both are bouncing off something.,3
150222,In picture b it is simalar because the atmosphereis holding,2
150238,they both get heat inside of them and heat up everything.,2
,,1
150245,"A is similar to a solar oven because it is basically a bigger version of one, and B is like a solar oven except humongous and in space.",2
150214,They both are doing the same thing.,2
150239,They both have a top like plexiglass or plastic wrap but just the atmosphere and glass.,3
,,1
150236,Yes because they both are attracted by the sun and the heat bounces off and travels.,3
150201,I think they are the same because the heat is going threw the glass.,2
150197,They are both similar because the both trap heat in like plexi glass and they both catch heat and keep it there.,5
150163,because the solar oven was soppoes to get hot and the green house and the earths atmoshere,2
150159,They both heat up like solar ovens and warm up things like plants or earth.,3
150160,both act like a solar oven because when heat gets inside it cant leave,4
150165,Neither of them are because they don't have conduction or convection the two pictures only have radiation because the sun is beating on it.,3
150154,They are both similar because the both are reflecting off of the sun and also they both use the sun.,3
150166,I think this because a solar oven is like picture a and picture b is closed up so it wont heat up like picture a would.,2
150131,"One reason it is like a solar oven is that it has convection currents, some type of radiation and conduction. The radiation is the sun or a lamp. The convection/ convection current is inside the container, staying in one place.",3
150139,I chose both are simaller because because the heat is trying to get out and the atomsphere and the glass just reflects the heat to the plants and the sun and the heat is making the plants and earth hotter.,3
150140,Radiation goes through the glass of the greenhouse to the plants so they could grow faster.,3
150144,"Picture A shows convection and conduction, and picture A shows the plants heating up in the sun.",2
150143,This is because the sun shines on it like the sun shines on the solar oven,2
150129,they both have the glass. and the sun,2
150148,they both are absorbing heat ,3
,,1
150142,they are the same because they act like a solar oven,2
150138,the glass is traping the heat. Also the heat is making the plants grow.,3
150090,one is that it lets heat in to heat it up,2
,,1
150089,Picture A is similar because it has glass same as the solar oven we made did. Also it has plants that are kinda like the food in our solar oven.,2
150098,This is because picture A shows a greenhouse and the it shows the sun coming in to the greenhouse. Another reason is because picture B shows people standing on earth and the sun beaming on them.,2
150093,"B because we had to use the sun fro the second try, and i choose B because it shows that if you use something to cover the top then that would be the atmosphere.",3
150114,it is bad,1
150086,?,1
150106,the erth in the sun reflect                       the sun of the radiotion,3
150069,Picture a is similar because it gets heat and makes the plant grow just like it make the chocolate and marshmallows melt.,2
150066,I picked a because it is heating up the plants to make the plants grow and on my solar oven it did the same thing but with food.,2
150072,They are both similar because the sun is reflecting on them and helping them to grow.,3
150059,"It is similar because it is sourd of like a box heating  something up inside.Also they both have Convection , Radiation and Conduction.",3
149964,"Picture A because the greenhouse is like a solar oven, like an outside layer.",2
149950,The pictures are the same as a solar oven because they all reflect heat and they let go of heat waves.,3
149955,I think this because it is like a box. Another reason is that heat is going in and not out.,3
149947,They are both warm and are surrounded.,2
149965,Both heat pictures heat is being observed by the sun. Both are getting heat.,3
149969,The green house is like a big box and it gets heat and keeps it.,3
150650,"Because (1).the atmosphere is like glass so the heat can not be let free,(2) it has a glass top like the oven.",3
149971,no,1
150153,the glass lets the heat get in but not go out. the inside of the greenhouse is being heated up,3
150195,One reason that they are both similar is because a solar oven does the same thing as the greenhouse and atmosphere it lets heat in but not out. The second reason they are both similar to a solar oven is because they both also heat up inside.,4
150194,Both are similar because they both trap heat from radiation. They also just generally trap heat.,5
150164,The atmosphere works like glass. Heat goes in and not out.,3
150200,They are both similar because they have plants and they are absorbing heat.,3
150169,the sun goes in then it goes out,2
150101,Picture B is similar to a solar oven because it shows what a solar oven does which is the sun rays deflecting the solar oven or turning into heat to go inside the solar oven. Also the atmosphere and the earth are like solar ovens because in between the atmosphere and the earth is the inside of the box collecting heat from the sunlight.,3
150105,"Both are similar because they both hold heat in, and they both only let a certain amount of heat go in.",4
150112,The glass aks like the atmosphere and the atmosphere akks like the glass.,2
150085,"I chose Yes  it reflects heat.""",2
150094,the earth is a big green house,2
150109,"Both A and B are similar  to the solar oven because they both trap heat and when I go outside in a sunny day it is hot, ans when I go into a greenhouse it is hot too.",4
150080,the earth yous the sun to power evting,2
150097,one reason is heat goes right throught the window the second reason is is that it goes it to the plants.,2
150095,Two reasons are that A has hot air coming out and cold air coming in and B is that the atmosphere only captures hot air and turned them into cold air,2
150087,One reason why A is similar is because the building looks like a box.Another reason why A is similar is because the sun id like the light you would heat the food up with.,2
150096,The answer is A because like a solar oven because the sun is refacing to the the glass.,2
150104,pic a isalike because the  a picture has a sheet of plastic and it is short and long just like a box,2
150092,is simual it heats by sun to,2
150897,i dont knowthe answer is conduction,2
150919,?,1
150924,theres arrows,2
151186,I dont now,1
151195,because the green hoouse has glass so the sunlight gose though it and earths water is like glass so it gose though,3
151182,they both trap heat and both,3
151180,A and b are the same as solar oven because they,2
150923,yes because they are similar earth takes heat energy and a green house also takes heat energy,3
151193,i dont know,1
151230,i think b,2
151228,"yes, picture A is similar
yes, both are similar
yes, picture B is similar",2
151217,i do not know,1
151227,i think  its b,2
151218,I don't  know,1
151209,i dot no,1
151213,The heat like in the oven does the same thing to earth. The heat hits the Earth and the comes back up again.,2
151219,They look noting alike.One has a green house and a other has a green house affect.,2
150900,They both get sunlight,3
150908,i choose this answer because the water is reflect the heat just like the foil does.,2
150910,because the answer is the sun will hit space,2
150902,One reason is the sunlight and plants grow within growing.,3
150909,One reason is that they are similar and that b is.,2
150904,i dont know,1
150906,it need sun for its purpose,2
150907,"I chose C because they all use radiation, convection, and conduction.",3
150905,"1. Pictures A and B show heat being trapped inside the building and the atmosphere as the heat may be trapped inside the stove.
2. Pictures A and B show heat getting into the building and the atmosphere as the heat has to have a way to get into the stove.",4
151224,A solar oven lets heat enter and traps it. The solar oven and both pictures A&B are the same because  they both do the same thing,4
151204,"1.the first one shows the sun hitting the greenhouse 
2.the second one shows the sun hitting the earth",2
151222,im so sorry i dont get it,1
151212,"I chose that both B and A are similar because it shows that when the energy gets inside of the greenhouse, it's trapped inside. For the earth, the blue arrows try to escape to space but they bounce back when they try to escape. the same shows with the greenhouse. It bounces back and can't escape.",5
151205,picture a is similar because the radiation goes through the glass and also the blue lines reflect off each other like a solar oven.,3
151216,"picture a transfers, shows energy, and has a smaller space to give the plants more energy.",3
151203,both pictures show energy not escaping,4
151215,They are similar because there is a lot of light coming in on the picture. There also is in real life,3
151223,a solar oven is absorbing the solar energy while pictures a and b have the light passing through.,3
151208,I don't know,1
151202,one reasons is because the sun goes in it. The second reason is because the sun gets trap in it,3
151206,The atmosphere is the glass for the Earth.,3
151210,nos,1
151226,Because picture A is absorbing the energy from the sun.  Picture B is show the sun giving the energy to the greenhouse.,3
151211,I think that because they both contain heat .Also because both have the same radatoin,3
151220,Picture B. and A. has captured the heat and keeps it there.,3
151231,sun reflects to make it hotter,2
151207,it looks like it because it looks like the heat is bouncing of it cant get out and the heat is getting trapped there.,3
151229,idk,1
151192,Wild guess.,1
151188,They are both similar because they both have something to do with heat.,3
